2402856,0.0018
2403014,0.0015
2403172,0.0015
2403330,0.0015
2403488,0.0015
2403646,0.0000
2403804,0.0015
2403962,0.0018
2404120,0.0015
2404278,0.0015
2404436,0.0018
2404594,0.0015
2404752,0.0018
2404910,0.0011
2405068,0.0015
2405226,0.0015
2405384,0.0000
2405542,0.0015
2405700,0.0018
2405858,0.0015
2406016,0.0026
2406174,0.0000
2406332,0.0011
2406490,0.0015
2406648,0.0015
2406806,0.0015
2406964,0.0015
2407122,0.0018
2407280,0.0015
2407438,0.0015
2407596,0.0018
2407754,0.0011
2407912,0.0015
2408070,0.0018
2408228,0.0011
2408386,0.0026
2408544,0.0015
2408703,0.0011
2408861,0.0011
2409019,0.0011
2409177,0.0018
2409335,0.0015
2409493,0.0018
2409651,0.0015
2409809,0.0015
2409967,0.0015
2410125,0.0015
2410283,0.0015
2410441,0.0018
2410599,0.0011
2410757,0.0026
2410915,0.0015
2411073,0.0015
2411231,0.0018
2411389,0.0011
2411547,0.0015
2411705,0.0018
2411863,0.0024
2412021,0.0015
2412179,0.0011
2412337,0.0015
2412495,0.0000
2412653,0.0015
2412811,0.0011
2412969,0.0018
2413127,0.0026
2413285,0.0015
2413443,0.0018
2413601,0.0015
2413759,0.0015
2413917,0.0011
2414075,0.0011
2414233,0.0015
2414391,0.0015
2414549,0.0015
2414707,0.0015
2414865,0.0024
2415023,0.0018
2415182,0.0026
2415340,0.0018
2415498,0.0011
2415656,0.0024
2415814,0.0015
2415972,0.0015
2416130,0.0024
2416288,0.0011
2416446,0.0011
2416604,0.0015
2416762,0.0024
2416920,0.0011
2417078,0.0026
2417236,0.0015
2417394,0.0000
2417552,0.0015
2417710,0.0018
2417868,0.0000
2418026,0.0015
2418184,0.0021
2418342,0.0000
2418500,0.0026
2418658,0.0015
2418816,0.0018
2418974,0.0015
2419132,0.0011
2419290,0.0015
2419448,0.0011
2419606,0.0011
2419764,0.0011
2419922,0.0011
2420080,0.0000
2420238,0.0015
2420396,0.0018
2420554,0.0011
2420712,0.0015
2420870,0.0015
2421028,0.0015
2421186,0.0011
2421344,0.0026
2421502,0.0015
2421660,0.0018
2421818,0.0015
2421976,0.0011
2422134,0.0000
2422293,0.0015
2422451,0.0011
2422609,0.0018
2422767,0.0015
2422925,0.0011
2423083,0.0024
2423241,0.0011
2423399,0.0015
2423557,0.0011
2423715,0.0011
2423873,0.0015
2424031,0.0018
2424189,0.0015
2424347,0.0015
2424505,0.0011
2424663,0.0018
2424821,0.0015
2424979,0.0024
2425137,0.0021
2425295,0.0015
2425453,0.0000
2425611,0.0015
2425769,0.0018
2425927,0.0011
2426085,0.0015
2426243,0.0015
2426401,0.0018
2426559,0.0011
2426717,0.0018
2426875,0.0015
2427033,0.0011
2427191,0.0015
2427349,0.0018
2427507,0.0015
2427665,0.0015
2427823,0.0015
2427981,0.0018
2428139,0.0015
2428297,0.0011
2428455,0.0011
2428613,0.0018
2428771,0.0018
2428929,0.0018
2429087,0.0024
2429246,0.0011
2429404,0.0018
2429562,0.0018
2429720,0.0018
2429878,0.0011
2430036,0.0024
2430194,0.0015
2430352,0.0015
2430510,0.0021
2430668,0.0011
2430826,0.0011
2430984,0.0015
2431142,0.0015
2431300,0.0015
2431458,0.0011
2431616,0.0011
2431774,0.0015
2431932,0.0011
2432090,0.0015
2432248,0.0024
2432406,0.0011
2432564,0.0011
2432722,0.0011
2432880,0.0011
2433038,0.0018
2433196,0.0018
2433354,0.0011
2433512,0.0011
2433670,0.0011
2433828,0.0011
2433986,0.0015
2434144,0.0026
2434302,0.0011
2434460,0.0011
2434618,0.0015
2434776,0.0011
2434934,0.0011
2435092,0.0015
2435250,0.0011
2435409,0.0015
2435567,0.0000
2435725,0.0015
2435883,0.0015
2436041,0.0015
2436199,0.0015
2436357,0.0015
2436515,0.0015
2436673,0.0024
2436831,0.0015
2436989,0.0015
2437147,0.0015
2437305,0.0011
2437463,0.0018
2437621,0.0015
2437779,0.0011
2437937,0.0011
2438095,0.0011
2438253,0.0018
2438411,0.0015
2438569,0.0018
2438727,0.0011
2438885,0.0011
2439043,0.0015
2439201,0.0015
2439359,0.0015
2439517,0.0021
2439675,0.0000
2439833,0.0011
2439991,0.0015
2440149,0.0015
2440307,0.0018
2440465,0.0018
2440623,0.0015
2440781,0.0015
2440939,0.0018
2441097,0.0018
2441255,0.0015
2441413,0.0018
2441571,0.0024
2441729,0.0018
2441887,0.0015
2442045,0.0015
2442204,0.0015
2442362,0.0011
2442520,0.0011
2442678,0.0011
2442836,0.0021
2442994,0.0018
2443152,0.0018
2443310,0.0015
2443468,0.0011
2443626,0.0018
2443784,0.0011
2443942,0.0011
2444100,0.0024
2444258,0.0011
2444416,0.0018
2444574,0.0011
2444732,0.0018
2444890,0.0015
2445048,0.0015
2445206,0.0011
2445364,0.0015
2445522,0.0015
2445680,0.0015
2445838,0.0015
2445996,0.0018
2446154,0.0015
2446312,0.0011
2446470,0.0015
2446628,0.0011
2446786,0.0018
2446944,0.0011
2447102,0.0015
2447260,0.0015
2447418,0.0015
2447576,0.0011
2447734,0.0015
2447892,0.0000
2448050,0.0015
2448208,0.0018
2448366,0.0015
2448524,0.0015
2448682,0.0015
2448841,0.0011
2448999,0.0011
2449157,0.0011
2449315,0.0018
2449473,0.0000
2449631,0.0011
2449789,0.0018
2449947,0.0000
2450105,0.0011
2450263,0.0015
2450421,0.0015
2450579,0.0015
2450737,0.0015
2450895,0.0011
2451053,0.0015
2451211,0.0011
2451369,0.0011
2451527,0.0011
2451685,0.0011
2451843,0.0011
2452001,0.0018
2452159,0.0406
2452317,0.5470
2452475,0.7054
2452633,3.4326
2452791,1.2575
2452949,1.0770
2453107,1.3953
2453265,2.5442
2453423,1.6769
2453581,1.1044
2453739,1.6448
2453897,1.2589
2454055,0.5604
2454213,0.4755
2454371,0.3737
2454529,0.9774
2454687,0.5568
2454845,0.3755
2455004,0.7217
2455162,1.6395
2455320,0.4082
2455478,0.2043
2455636,0.1636
2455794,0.0803
2455952,0.1204
2456110,0.2452
2456268,0.1678
2456426,0.1086
2456584,0.2091
2456742,0.9003
2456900,3.7462
2457058,2.1471
2457216,1.2281
2457374,2.1279
2457532,3.2395
2457690,3.1965
2457848,0.4201
2458006,0.0064
2458164,0.0015
2458322,0.0018
2458480,0.0011
2458638,0.0015
2458796,0.0018
2458954,0.0015
2459112,0.0015
2459270,0.0026
2459428,0.0015
2459586,0.0018
2459744,0.0015
2459902,0.0018
2460060,0.0026
2460218,0.0011
2460376,0.0018
2460534,0.0018
2460692,0.0011
2460850,0.0015
2461008,0.0015
2461166,0.0011
2461324,0.0018
2461482,0.0015
2461640,0.0015
2461798,0.0011
2461956,0.0015
2462114,0.0015
2462272,0.0015
2462430,0.0018
2462588,0.0018
2462746,0.0015
2462904,0.0015
2463062,0.0015
2463220,0.0015
2463378,0.0015
2463536,0.0018
2463694,0.0015
2463853,0.0000
2464011,0.0011
2464169,0.0015
2464327,0.0011
2464485,0.0015
2464643,0.0015
2464801,0.0018
2464959,0.3035
2465117,0.4565
2465275,0.7925
2465433,0.2279
2465591,0.6693
2465749,1.8944
2465907,1.1529
2466065,1.0960
2466223,0.9736
2466381,1.4593
2466539,1.3918
2466697,0.7658
2466855,0.9963
2467013,0.9030
2467171,0.8378
2467329,0.6076
